ShipmentID,OriginPort,DestinationPort,ShipmentDate,DeliveryDate,ShipmentMode,Status,Cost,Revenue,FuelConsumption,Emissions,CustomerID,CustomerName,Industry,Region,TotalShipments,TotalSpend,AverageDeliveryTime,OnTimeDeliveryRate,SatisfactionScore,RouteID,DwellTimeAtTerminal,ScenarioID,ScenarioDescription,EstimatedCostSavings,EstimatedEfficiencyImprovement,ImpactOnDeliveryTime,ImpactOnCustomerSatisfaction,FuelType,CarbonOffsetInitiatives,SustainabilityScore,PredictedRevenue,PredictedCost,PredictedEmissions,PredictedDeliveryTime,PredictedCustomerSatisfaction
800,Busan,New York,27-02-2025,09-03-2025,Air,Delayed,14240,10587,495,36,147,ABC Logistics,Automotive,Asia,23,337656,24,90,4.4,R34,13,S40,Reduce average delay,3349,14,0,0.06,MDO,Solar Investment,74,17345,12498,31,16,4
801,Shanghai,Rotterdam,12-02-2025,07-03-2025,Land,On-time,8512,11334,411,40,171,Global Importers,Pharmaceuticals,Middle East,27,290998,24,89,4.5,R20,16,S1,Reduce average delay,4771,14,0,0.13,HFO,None,78,17714,10398,49,19,4.1
802,Mumbai,Mumbai,26-02-2025,10-02-2025,Land,On-time,8215,15588,471,33,148,LMN Supply,Textiles,Middle East,18,205285,19,94,4.8,R18,12,S47,Optimize fuel usage,5717,7,0,0.09,HFO,Solar Investment,82,13268,11238,43,21,5
803,Dubai,Dubai,21-01-2025,29-01-2025,Air,On-time,11331,11847,532,49,146,XYZ Traders,Manufacturing,Europe,26,207370,24,88,4.3,R14,17,S42,Reduce average delay,6539,7,1,0.07,MDO,Solar Investment,88,17300,13267,34,20,4.5
804,Antwerp,Singapore,04-01-2025,29-01-2025,Sea,Delayed,10172,16851,505,30,155,ABC Logistics,Textiles,North America,15,217903,18,97,4.2,R18,10,S30,Increase container utilization,3425,12,0,0.17,HFO,Tree Plantation,80,16844,14171,35,17,4.9
805,Busan,Mumbai,19-02-2025,09-01-2025,Sea,Delayed,11153,13934,516,42,164,ABC Logistics,Textiles,North America,17,297904,15,99,4.6,R2,13,S4,Cost reduction per shipment,3326,12,1,0.08,MDO,Tree Plantation,81,13176,12354,44,19,4.5
806,Shanghai,Singapore,02-02-2025,08-02-2025,Land,On-time,9706,17211,596,47,111,KLM Exporters,Textiles,Middle East,22,222995,17,86,4.7,R1,17,S32,Improve on-time performance,4129,10,0,0.08,LNG,Tree Plantation,72,16362,11669,33,22,4.7
807,Singapore,Rotterdam,27-01-2025,03-03-2025,Air,On-time,10106,17582,576,38,168,HIJ Shipping,Manufacturing,Middle East,27,305160,18,96,4.7,R20,19,S10,Cost reduction per shipment,6889,8,0,0.09,MDO,Wind Energy,71,16291,12715,39,19,4
808,Busan,Antwerp,07-01-2025,23-02-2025,Air,Delayed,9567,17865,425,38,187,OPQ Enterprises,Retail,Middle East,14,288377,16,95,4.9,R34,13,S43,Increase container utilization,3254,5,2,0.14,MDO,Tree Plantation,84,16622,9465,48,24,4.2
809,Singapore,Mumbai,06-01-2025,27-02-2025,Sea,On-time,10208,13926,532,38,105,Global Importers,Manufacturing,North America,15,344638,16,89,4.4,R41,11,S5,Optimize fuel usage,5037,8,0,0.15,HFO,Solar Investment,74,16599,14069,38,17,4.4
810,Antwerp,New York,15-01-2025,28-01-2025,Sea,On-time,10331,13317,421,39,188,LMN Supply,Electronics,Europe,28,237822,16,89,4.1,R41,11,S9,Increase container utilization,5405,12,1,0.05,MDO,None,76,11876,9961,39,23,4.6
811,Los Angeles,Rotterdam,18-01-2025,27-02-2025,Sea,Delayed,10153,14020,412,31,164,XYZ Traders,Automotive,North America,13,307412,15,95,5,R48,13,S5,Reduce average delay,4990,10,2,0.09,LNG,None,73,17413,13748,33,17,4.2
812,Busan,Hamburg,01-02-2025,08-03-2025,Air,On-time,9128,13155,555,35,124,ABC Logistics,Manufacturing,Middle East,16,251222,24,91,4.4,R11,13,S11,Optimize fuel usage,3443,6,2,0.11,LNG,Solar Investment,74,14492,8875,33,16,4.8
813,Rotterdam,Shanghai,25-02-2025,15-02-2025,Sea,On-time,11510,14302,560,44,100,HIJ Shipping,Manufacturing,Middle East,13,294088,16,85,4.6,R27,11,S35,Improve on-time performance,3112,7,0,0.1,LNG,Wind Energy,85,15258,13646,35,20,4.4
814,Singapore,Mumbai,11-01-2025,03-03-2025,Sea,Delayed,12323,12198,506,32,131,OPQ Enterprises,Retail,Europe,20,290450,20,88,4.7,R23,16,S27,Improve on-time performance,4053,11,0,0.18,LNG,None,84,11954,12069,37,22,4.8
815,Dubai,New York,20-01-2025,06-03-2025,Land,Delayed,11653,16811,422,40,102,Global Importers,Electronics,Asia,21,309366,17,95,4.5,R38,15,S4,Increase container utilization,5571,8,2,0.17,MDO,Solar Investment,85,15119,13330,45,20,4.1
816,Rotterdam,Dubai,24-01-2025,28-02-2025,Sea,On-time,10365,16671,496,35,148,Global Importers,Manufacturing,Asia,23,310078,24,89,4.2,R44,12,S10,Reduce average delay,3688,8,1,0.14,LNG,Solar Investment,73,17640,11901,37,15,4.7
817,New York,Hamburg,15-01-2025,03-03-2025,Sea,Delayed,13583,10164,417,32,118,HIJ Shipping,Automotive,North America,22,263853,19,92,4.8,R3,17,S39,Improve on-time performance,3990,9,0,0.1,MDO,Solar Investment,75,15288,8542,45,22,4.3
818,New York,Dubai,17-02-2025,15-01-2025,Air,On-time,12897,17060,516,40,159,KLM Exporters,Automotive,Asia,19,323794,15,96,4.8,R12,17,S33,Cost reduction per shipment,4873,12,2,0.16,MDO,None,87,11877,11516,35,15,4.8
819,Shanghai,Rotterdam,07-01-2025,14-02-2025,Air,On-time,13718,11998,429,44,128,XYZ Traders,Manufacturing,Asia,27,347030,22,99,4.6,R30,10,S38,Optimize fuel usage,3045,11,1,0.18,HFO,None,72,15485,11865,46,23,4.4
820,Los Angeles,Shanghai,21-01-2025,12-01-2025,Land,On-time,14001,17312,425,42,149,ABC Logistics,Textiles,North America,25,252442,18,96,4.5,R31,12,S8,Cost reduction per shipment,4194,13,0,0.14,MDO,Tree Plantation,74,13544,12548,30,22,4.7
821,Antwerp,Mumbai,11-02-2025,12-02-2025,Sea,Delayed,10921,13057,543,49,101,XYZ Traders,Textiles,Middle East,14,209675,23,92,4.1,R23,14,S49,Improve on-time performance,6201,9,2,0.17,MDO,Tree Plantation,71,16059,14840,48,20,4.9
822,Busan,Mumbai,26-01-2025,07-03-2025,Land,Delayed,12567,12084,438,39,172,HIJ Shipping,Electronics,Asia,17,289590,18,85,4.1,R1,11,S24,Improve on-time performance,3756,5,2,0.16,HFO,Solar Investment,85,17949,12499,47,16,4
823,Hamburg,Antwerp,13-02-2025,08-01-2025,Air,On-time,9079,14428,560,35,155,HIJ Shipping,Automotive,Middle East,23,308570,16,89,4.3,R41,14,S39,Increase container utilization,4376,8,0,0.14,LNG,Solar Investment,75,13176,9018,46,23,4
824,Dubai,Antwerp,25-02-2025,25-02-2025,Land,On-time,14768,10402,553,44,116,XYZ Traders,Textiles,North America,14,231661,17,94,4.3,R20,19,S33,Increase container utilization,4226,10,1,0.1,LNG,Solar Investment,84,13600,9428,46,22,4.8
825,Singapore,Rotterdam,14-01-2025,21-02-2025,Air,Delayed,14156,10413,575,47,159,DEF Cargo,Automotive,Middle East,17,264289,19,85,5,R6,12,S41,Optimize fuel usage,4249,10,1,0.16,MDO,Solar Investment,87,14107,12978,41,18,4.6
826,Antwerp,Rotterdam,26-02-2025,12-02-2025,Land,Delayed,11511,10044,592,47,135,OPQ Enterprises,Electronics,Middle East,15,217184,24,85,4.8,R11,18,S43,Increase container utilization,6151,13,2,0.08,HFO,None,75,14528,13947,41,16,4.3
827,Rotterdam,Shanghai,06-02-2025,10-02-2025,Land,Delayed,13137,17569,565,36,160,Global Importers,Electronics,North America,25,247963,20,86,4.7,R35,10,S19,Reduce average delay,6381,14,1,0.17,MDO,Tree Plantation,82,13408,8574,35,20,4.5
828,New York,Antwerp,27-02-2025,15-02-2025,Sea,On-time,10741,16349,529,44,116,DEF Cargo,Textiles,Middle East,13,205267,21,86,4.5,R4,13,S2,Optimize fuel usage,6106,9,2,0.17,MDO,Wind Energy,82,15860,9458,36,15,4
829,Dubai,New York,21-01-2025,18-01-2025,Land,Delayed,11020,14157,512,47,148,LMN Supply,Manufacturing,Asia,21,262814,18,99,4.2,R29,19,S11,Reduce average delay,3563,9,0,0.17,LNG,Solar Investment,70,12973,9499,37,21,4.2
830,Hamburg,New York,18-01-2025,04-03-2025,Sea,Delayed,14256,12467,533,47,175,Global Importers,Pharmaceuticals,Asia,20,236025,21,99,5,R10,15,S35,Increase container utilization,5208,10,1,0.12,HFO,Tree Plantation,85,14948,9491,32,15,4.4
831,Busan,Shanghai,05-01-2025,24-02-2025,Sea,On-time,8228,10867,445,49,159,Global Importers,Retail,Asia,12,321246,24,93,4.4,R29,18,S17,Optimize fuel usage,6667,10,0,0.08,MDO,Solar Investment,73,12238,11172,46,20,4.8
832,Shanghai,New York,03-01-2025,04-02-2025,Sea,On-time,8170,15587,449,38,119,OPQ Enterprises,Pharmaceuticals,Asia,21,277605,17,88,4.1,R38,12,S42,Improve on-time performance,5887,7,2,0.06,LNG,None,86,13334,10470,37,19,4.5
833,Hamburg,Busan,23-01-2025,08-03-2025,Sea,On-time,8294,16963,565,31,149,LMN Supply,Pharmaceuticals,Middle East,14,332053,21,87,4.5,R1,12,S3,Cost reduction per shipment,6506,10,0,0.16,MDO,Wind Energy,87,11767,11427,40,24,4.6
834,Dubai,Singapore,26-01-2025,30-01-2025,Land,Delayed,12284,10018,505,37,102,ABC Logistics,Automotive,Asia,15,243436,18,95,4.9,R40,14,S22,Improve on-time performance,5585,12,1,0.18,LNG,Tree Plantation,85,13416,13258,49,17,4.9
835,Hamburg,Shanghai,06-02-2025,01-02-2025,Air,On-time,8425,10364,545,49,142,LMN Supply,Electronics,Middle East,28,349544,22,85,4.9,R8,16,S35,Reduce average delay,5272,10,0,0.15,HFO,Tree Plantation,70,16588,14692,47,20,4.3
836,Dubai,Shanghai,24-01-2025,25-02-2025,Air,On-time,13072,17467,554,31,156,ABC Logistics,Automotive,Europe,27,277192,23,96,4,R38,14,S21,Improve on-time performance,6517,9,1,0.07,MDO,Wind Energy,75,15994,10515,45,18,4.7
837,Dubai,Los Angeles,18-02-2025,03-03-2025,Air,On-time,13198,17174,568,40,149,KLM Exporters,Textiles,Middle East,25,320591,21,86,4.9,R17,17,S25,Improve on-time performance,4340,7,1,0.19,HFO,None,80,14545,11551,42,20,4.9
838,Mumbai,Hamburg,19-01-2025,21-02-2025,Land,On-time,14801,13832,471,36,167,KLM Exporters,Retail,Asia,20,284511,22,90,4.3,R19,14,S39,Cost reduction per shipment,6737,5,1,0.2,LNG,Wind Energy,75,16180,12206,38,18,4.2
839,Singapore,Hamburg,20-02-2025,13-02-2025,Sea,Delayed,8918,16571,473,35,180,LMN Supply,Textiles,Europe,14,209665,22,93,4,R33,16,S2,Cost reduction per shipment,6876,9,1,0.12,HFO,Tree Plantation,86,13309,10200,48,15,4.4
840,New York,Busan,25-01-2025,21-01-2025,Air,On-time,11253,15236,416,39,149,XYZ Traders,Manufacturing,North America,18,291277,16,89,4.8,R15,15,S1,Improve on-time performance,4437,10,1,0.14,HFO,Wind Energy,73,15883,10964,36,19,5
841,Mumbai,Antwerp,21-01-2025,27-01-2025,Land,Delayed,8498,10579,589,34,136,HIJ Shipping,Retail,Middle East,12,252474,23,88,4.9,R45,19,S7,Cost reduction per shipment,3094,10,2,0.17,HFO,None,83,15206,14905,46,22,5
842,Busan,Rotterdam,12-01-2025,28-02-2025,Sea,Delayed,13917,17674,556,40,145,LMN Supply,Automotive,Asia,17,275911,20,97,4.6,R31,11,S20,Improve on-time performance,6296,10,0,0.16,MDO,None,83,16948,11313,37,20,4.2
843,Mumbai,Rotterdam,26-02-2025,26-01-2025,Air,Delayed,10809,10545,585,30,141,DEF Cargo,Automotive,Asia,15,292643,18,89,4.6,R21,12,S43,Optimize fuel usage,4802,7,2,0.2,LNG,Solar Investment,89,15236,14863,37,24,4.1
844,Los Angeles,Dubai,10-02-2025,21-01-2025,Sea,On-time,12961,15825,469,31,114,DEF Cargo,Textiles,Asia,13,230484,19,93,4.8,R3,13,S6,Improve on-time performance,3948,8,0,0.07,HFO,Wind Energy,77,11744,10927,32,23,4.3
845,Los Angeles,Busan,02-02-2025,05-03-2025,Air,Delayed,8825,16468,549,30,132,OPQ Enterprises,Automotive,North America,21,301165,24,96,4.8,R2,14,S36,Increase container utilization,3552,7,0,0.14,MDO,Wind Energy,71,13582,8681,45,18,4.4
846,New York,Shanghai,19-02-2025,05-02-2025,Air,On-time,11779,14150,405,48,179,HIJ Shipping,Automotive,Europe,21,225835,19,97,4.9,R35,18,S21,Cost reduction per shipment,5692,6,0,0.15,LNG,Tree Plantation,74,15174,12864,41,24,4.4
847,Hamburg,Busan,22-02-2025,16-02-2025,Air,On-time,9858,14873,425,31,110,HIJ Shipping,Pharmaceuticals,Europe,25,296453,21,91,4.6,R41,15,S46,Cost reduction per shipment,3065,12,2,0.18,LNG,None,73,12517,8278,44,23,4.6
848,Singapore,Busan,04-01-2025,06-02-2025,Sea,On-time,10118,13039,566,49,119,ABC Logistics,Manufacturing,Asia,19,253790,23,92,5,R16,10,S35,Reduce average delay,6468,11,1,0.18,LNG,Wind Energy,79,13556,12458,33,22,4.9
849,New York,Busan,11-02-2025,05-03-2025,Land,Delayed,14391,14137,539,33,123,Global Importers,Pharmaceuticals,Middle East,23,209643,21,99,5,R45,12,S36,Reduce average delay,6281,12,1,0.2,HFO,Tree Plantation,89,16066,9648,36,17,4.3
850,Dubai,Hamburg,26-02-2025,08-02-2025,Sea,On-time,8145,15416,498,41,163,OPQ Enterprises,Automotive,Asia,22,275846,23,88,4.1,R21,16,S8,Increase container utilization,4497,10,2,0.13,HFO,Solar Investment,72,15161,13527,40,20,4.8
851,Rotterdam,Busan,07-01-2025,14-01-2025,Air,On-time,13737,14044,541,49,179,DEF Cargo,Electronics,Asia,18,346305,18,95,4.8,R12,17,S4,Cost reduction per shipment,3664,11,1,0.17,HFO,Wind Energy,85,16629,13294,34,18,4.1
852,Singapore,Singapore,22-01-2025,16-01-2025,Sea,On-time,13415,14326,421,47,193,DEF Cargo,Pharmaceuticals,Middle East,16,213200,24,92,4.5,R28,16,S43,Cost reduction per shipment,5731,5,0,0.11,LNG,Wind Energy,79,14983,12696,42,15,4
853,Singapore,Rotterdam,24-02-2025,15-01-2025,Land,Delayed,14725,10452,450,30,197,KLM Exporters,Automotive,Asia,21,252275,24,90,4.4,R12,14,S16,Reduce average delay,5957,14,1,0.11,LNG,Tree Plantation,84,12394,9158,40,23,4.5
854,Dubai,Dubai,02-02-2025,22-01-2025,Sea,Delayed,12565,13961,550,30,164,ABC Logistics,Automotive,North America,14,289001,18,89,4.6,R33,19,S3,Reduce average delay,5884,9,1,0.09,HFO,Tree Plantation,73,11286,10341,34,18,4.1
855,Dubai,Singapore,17-01-2025,22-02-2025,Land,Delayed,11577,16537,575,43,187,DEF Cargo,Manufacturing,Asia,27,242448,20,97,4.1,R20,17,S7,Improve on-time performance,5618,8,1,0.17,HFO,None,70,14247,9518,37,19,4.4
856,Shanghai,Dubai,24-01-2025,26-02-2025,Land,On-time,8192,15641,598,33,187,DEF Cargo,Textiles,North America,13,291685,22,96,4.5,R40,18,S2,Cost reduction per shipment,5743,14,0,0.2,LNG,None,84,15218,9838,46,17,4.9
857,New York,Los Angeles,03-02-2025,30-01-2025,Sea,Delayed,13187,11381,503,34,172,ABC Logistics,Retail,Asia,11,210619,23,91,4.9,R49,16,S1,Cost reduction per shipment,6561,7,1,0.09,LNG,None,79,13602,8870,40,18,4.2
858,Dubai,Dubai,28-01-2025,26-01-2025,Air,On-time,14637,11467,577,40,185,DEF Cargo,Pharmaceuticals,Europe,12,305454,15,90,4.2,R21,18,S1,Improve on-time performance,3179,6,1,0.06,MDO,Wind Energy,89,16099,13538,48,23,4.7
859,Los Angeles,Rotterdam,27-02-2025,11-03-2025,Land,On-time,11888,15247,488,42,175,Global Importers,Pharmaceuticals,Middle East,21,201766,15,87,4.4,R39,10,S38,Cost reduction per shipment,5881,13,1,0.17,MDO,Tree Plantation,87,11003,11277,47,21,4.3
860,Busan,Rotterdam,12-02-2025,09-03-2025,Sea,Delayed,8051,12738,540,45,116,XYZ Traders,Pharmaceuticals,Europe,12,203549,22,89,4.9,R41,18,S7,Increase container utilization,6907,12,2,0.14,HFO,None,85,16935,9341,39,22,4
861,Rotterdam,Busan,10-02-2025,25-02-2025,Land,On-time,10410,17572,537,42,188,OPQ Enterprises,Automotive,Asia,13,349765,21,93,4.4,R49,12,S24,Reduce average delay,6595,14,2,0.19,LNG,Wind Energy,78,11411,14216,34,17,4.6
862,New York,Mumbai,08-02-2025,10-02-2025,Air,Delayed,9820,16535,582,31,191,Global Importers,Manufacturing,Asia,15,307938,23,91,4.4,R42,15,S5,Reduce average delay,4482,6,1,0.09,LNG,None,88,15345,10306,30,17,4.8
863,Antwerp,Los Angeles,22-01-2025,20-01-2025,Sea,On-time,10964,11216,408,45,160,Global Importers,Automotive,North America,21,327673,17,96,4.4,R36,17,S21,Reduce average delay,6139,10,2,0.06,MDO,Solar Investment,86,14727,13477,46,21,4.4
864,Los Angeles,Shanghai,18-02-2025,13-02-2025,Sea,Delayed,10521,16747,478,35,114,XYZ Traders,Automotive,Asia,28,248328,24,88,4.5,R22,12,S28,Optimize fuel usage,6400,7,2,0.12,LNG,Wind Energy,79,16606,9171,46,22,4.6
865,Hamburg,New York,17-01-2025,06-01-2025,Sea,On-time,9869,10880,451,43,193,KLM Exporters,Textiles,Asia,19,225301,19,91,4.6,R26,13,S18,Increase container utilization,3201,7,0,0.06,HFO,None,88,12917,12072,30,19,4.9
866,Dubai,Dubai,03-02-2025,28-01-2025,Air,On-time,10568,13814,529,30,150,HIJ Shipping,Electronics,Asia,10,244763,17,89,4.8,R7,16,S24,Increase container utilization,4498,9,2,0.09,MDO,None,77,12356,13344,30,15,4.8
867,Antwerp,Mumbai,06-01-2025,13-02-2025,Land,On-time,13882,13149,552,46,126,OPQ Enterprises,Manufacturing,Europe,26,244787,19,95,4.5,R7,16,S32,Improve on-time performance,4541,11,2,0.07,LNG,Solar Investment,88,17596,9128,38,17,4.2
868,Dubai,Busan,15-02-2025,03-03-2025,Sea,On-time,13550,10084,412,40,185,KLM Exporters,Pharmaceuticals,North America,25,320675,24,97,4.8,R8,13,S45,Optimize fuel usage,6086,11,1,0.08,LNG,Solar Investment,74,11157,11627,33,19,4.7
869,Singapore,Hamburg,06-01-2025,08-02-2025,Land,On-time,9867,15149,450,48,173,KLM Exporters,Retail,Europe,18,207425,15,99,4.5,R26,18,S33,Cost reduction per shipment,6113,14,0,0.07,HFO,None,71,12600,11999,38,17,4.5
870,Los Angeles,Shanghai,03-02-2025,15-02-2025,Land,Delayed,10738,17892,585,32,160,Global Importers,Pharmaceuticals,North America,18,212857,18,86,4.3,R24,12,S10,Increase container utilization,5590,5,0,0.19,LNG,None,84,13884,14499,43,15,4.7
871,Singapore,Antwerp,01-01-2025,18-01-2025,Air,On-time,11269,14144,433,40,157,DEF Cargo,Automotive,Europe,18,292999,20,97,4.7,R24,17,S9,Optimize fuel usage,6029,11,0,0.09,MDO,Tree Plantation,86,16706,13657,44,21,4.5
872,Shanghai,Mumbai,10-01-2025,11-01-2025,Sea,Delayed,11199,17944,434,34,130,KLM Exporters,Manufacturing,Asia,21,241457,16,90,4.7,R40,17,S49,Optimize fuel usage,6764,11,2,0.12,MDO,None,79,14489,11887,45,15,4.1
873,Singapore,Hamburg,21-01-2025,26-02-2025,Land,Delayed,10579,11168,530,46,190,XYZ Traders,Manufacturing,Europe,18,331776,21,91,4.6,R48,13,S33,Increase container utilization,5821,10,1,0.18,LNG,None,71,16559,9284,45,24,4.6
874,Shanghai,Los Angeles,05-01-2025,08-01-2025,Sea,Delayed,14103,14164,519,36,111,HIJ Shipping,Manufacturing,Europe,24,205452,22,92,4.1,R12,16,S33,Improve on-time performance,4312,10,0,0.15,LNG,Tree Plantation,78,16073,8570,42,20,4.5
875,Shanghai,Busan,02-01-2025,09-03-2025,Sea,On-time,13530,13129,586,39,145,OPQ Enterprises,Electronics,North America,11,311153,15,90,4.2,R47,13,S7,Optimize fuel usage,4948,6,0,0.14,LNG,Tree Plantation,71,13382,14716,43,20,4.5
876,Antwerp,Shanghai,22-01-2025,23-02-2025,Air,On-time,12005,16840,469,40,130,LMN Supply,Pharmaceuticals,North America,20,238862,18,92,4.3,R8,10,S4,Reduce average delay,6604,7,2,0.16,LNG,None,87,16357,10864,38,21,4.9
877,Dubai,Shanghai,17-02-2025,21-02-2025,Sea,On-time,12935,13645,575,32,131,ABC Logistics,Electronics,Europe,20,218300,18,91,4.3,R9,10,S28,Optimize fuel usage,6963,7,0,0.17,MDO,Tree Plantation,81,11152,14045,38,15,4.9
878,Hamburg,Shanghai,26-02-2025,01-03-2025,Sea,Delayed,8240,12526,591,49,131,DEF Cargo,Textiles,North America,17,340638,19,86,4.7,R3,10,S23,Cost reduction per shipment,3693,7,1,0.18,HFO,Wind Energy,84,12629,11984,33,17,4.5
879,Singapore,Los Angeles,02-01-2025,10-03-2025,Land,On-time,11440,12867,546,39,198,XYZ Traders,Retail,North America,15,338573,18,98,4,R21,11,S32,Increase container utilization,4719,6,0,0.15,MDO,Solar Investment,89,13796,11141,39,23,4.5
880,Los Angeles,Dubai,10-01-2025,11-03-2025,Air,On-time,12631,13516,466,39,152,ABC Logistics,Textiles,North America,29,201845,23,90,4.8,R31,15,S44,Cost reduction per shipment,4267,13,1,0.18,LNG,Wind Energy,75,13881,9977,32,16,4.5
881,Shanghai,Antwerp,03-02-2025,20-01-2025,Sea,Delayed,9407,13367,502,43,160,HIJ Shipping,Automotive,Middle East,16,319342,21,93,4.3,R48,19,S16,Improve on-time performance,6933,10,1,0.13,LNG,Solar Investment,87,17951,14076,38,19,4.5
882,Dubai,Los Angeles,16-01-2025,06-02-2025,Land,Delayed,11502,15797,472,41,145,HIJ Shipping,Electronics,North America,12,239181,16,96,4.3,R47,14,S46,Reduce average delay,6732,6,1,0.09,MDO,Solar Investment,82,14802,8446,48,17,5
883,Rotterdam,New York,17-02-2025,23-01-2025,Air,Delayed,12038,17338,515,44,184,LMN Supply,Electronics,Middle East,17,234404,15,90,4.5,R24,11,S10,Increase container utilization,4791,7,2,0.18,MDO,None,73,13805,12878,45,19,4.6
884,New York,Antwerp,20-02-2025,17-02-2025,Air,Delayed,8082,15694,532,39,173,KLM Exporters,Textiles,Middle East,27,222564,23,88,4.2,R4,17,S14,Optimize fuel usage,5659,14,2,0.13,LNG,Solar Investment,81,15080,9280,45,21,4.3
885,Antwerp,Rotterdam,08-02-2025,09-02-2025,Land,Delayed,13077,12194,466,39,179,Global Importers,Automotive,North America,26,297898,15,91,4.9,R20,18,S39,Reduce average delay,6638,10,1,0.19,MDO,Wind Energy,78,14470,13039,46,15,4.5
886,Hamburg,Busan,22-01-2025,04-03-2025,Land,Delayed,11768,13555,538,48,106,Global Importers,Manufacturing,Europe,20,218227,20,87,4.1,R16,16,S36,Optimize fuel usage,4721,8,1,0.06,LNG,None,71,12055,8636,47,17,4.6
887,Mumbai,Los Angeles,12-01-2025,07-02-2025,Land,On-time,8950,17473,520,30,103,OPQ Enterprises,Automotive,North America,11,295259,16,89,4.4,R10,18,S34,Improve on-time performance,6903,11,0,0.11,MDO,Tree Plantation,85,13579,10973,39,20,4.6
888,Antwerp,Hamburg,24-01-2025,19-01-2025,Land,Delayed,8610,17840,493,39,190,XYZ Traders,Pharmaceuticals,Asia,28,324451,18,85,4.8,R43,13,S24,Increase container utilization,4621,10,0,0.19,LNG,Wind Energy,70,15148,12626,48,21,4.6
889,Rotterdam,Antwerp,16-02-2025,08-02-2025,Land,On-time,12669,17820,595,31,151,XYZ Traders,Textiles,Europe,16,217215,20,99,4.6,R26,16,S18,Improve on-time performance,4197,10,0,0.09,MDO,None,73,13765,8118,44,24,4.2
890,New York,New York,09-02-2025,07-03-2025,Sea,On-time,14429,15965,596,46,188,KLM Exporters,Automotive,Middle East,27,330577,19,94,4.3,R29,14,S16,Improve on-time performance,4557,7,2,0.19,LNG,Solar Investment,84,16850,12161,44,17,4
891,Rotterdam,Rotterdam,07-02-2025,09-01-2025,Sea,On-time,13084,15111,528,36,130,HIJ Shipping,Manufacturing,Middle East,17,271074,20,87,4.4,R5,14,S41,Improve on-time performance,4532,12,0,0.19,HFO,Wind Energy,89,12328,10292,40,18,4.3
892,Singapore,Dubai,01-03-2025,05-03-2025,Air,Delayed,11605,16752,490,36,174,OPQ Enterprises,Automotive,Europe,23,308621,17,92,4.7,R11,12,S37,Improve on-time performance,5291,13,1,0.18,HFO,Solar Investment,70,15044,10104,37,20,4.4
893,Shanghai,Hamburg,28-02-2025,03-02-2025,Sea,On-time,12554,10445,491,49,183,KLM Exporters,Electronics,Europe,16,343526,19,93,5,R29,18,S41,Optimize fuel usage,5107,10,1,0.13,MDO,None,89,13392,9067,45,19,4.1
894,Hamburg,Antwerp,10-01-2025,11-01-2025,Sea,Delayed,11283,16364,462,38,135,ABC Logistics,Retail,North America,13,306759,16,93,4.9,R45,19,S25,Cost reduction per shipment,3103,6,2,0.15,HFO,None,84,14153,14667,39,23,4.8
895,Busan,Busan,04-02-2025,23-02-2025,Sea,Delayed,10173,13626,428,31,153,Global Importers,Electronics,Middle East,26,328471,21,99,4.3,R15,14,S8,Optimize fuel usage,5698,5,2,0.18,LNG,Tree Plantation,72,11000,14009,38,15,4.3
896,Shanghai,Hamburg,20-02-2025,14-02-2025,Land,On-time,11484,14016,411,43,153,Global Importers,Retail,Asia,14,221711,17,94,5,R6,15,S24,Reduce average delay,6374,7,0,0.17,MDO,Tree Plantation,82,11166,8423,44,19,4.9
897,Busan,Rotterdam,18-02-2025,11-03-2025,Air,Delayed,9522,13875,476,46,116,HIJ Shipping,Automotive,North America,21,346131,15,86,4,R48,12,S20,Improve on-time performance,4694,7,2,0.14,MDO,Wind Energy,87,17460,11819,34,15,4.2
898,New York,Hamburg,01-02-2025,01-02-2025,Air,On-time,14568,15497,440,30,174,XYZ Traders,Pharmaceuticals,Europe,18,248398,22,88,4,R15,19,S48,Reduce average delay,4010,12,1,0.2,LNG,Tree Plantation,82,14254,12490,49,22,4.1
899,Dubai,Singapore,07-01-2025,11-01-2025,Air,On-time,10601,17787,529,38,129,HIJ Shipping,Automotive,Middle East,29,201286,22,89,4.8,R43,16,S30,Optimize fuel usage,4767,9,1,0.15,LNG,Solar Investment,79,16060,14593,31,21,4.5
900,Mumbai,Mumbai,21-01-2025,18-01-2025,Air,Delayed,10657,13337,436,49,198,KLM Exporters,Manufacturing,Europe,22,308304,17,99,4.2,R20,18,S20,Improve on-time performance,5124,5,2,0.2,LNG,Solar Investment,89,12885,9280,45,19,4.2
901,Los Angeles,Dubai,20-01-2025,10-03-2025,Sea,On-time,14080,16238,572,48,121,XYZ Traders,Automotive,Europe,27,304959,21,87,4.1,R34,18,S18,Optimize fuel usage,4041,8,1,0.06,MDO,Tree Plantation,76,15368,14136,47,20,4.9
902,Shanghai,Rotterdam,26-01-2025,08-03-2025,Sea,On-time,13662,10261,575,33,142,OPQ Enterprises,Retail,Europe,29,259967,23,97,4.2,R2,19,S4,Improve on-time performance,4557,11,2,0.07,LNG,Tree Plantation,77,16788,13049,45,18,4
903,Hamburg,Hamburg,04-01-2025,24-01-2025,Land,On-time,10159,11848,423,37,126,KLM Exporters,Electronics,North America,18,297803,22,95,4.4,R44,19,S48,Optimize fuel usage,4207,9,1,0.12,HFO,Tree Plantation,70,17516,9819,34,23,4.4
